job_name,run_id,timestamp,block_size,queue_depth,operation,pattern,read_iops,read_bw_bytes,read_lat_min_ns,read_lat_max_ns,read_lat_mean_ns,read_lat_stddev_ns,read_lat_p99_ns,read_lat_p95_ns,read_lat_p50_ns,write_iops,write_bw_bytes,write_lat_min_ns,write_lat_max_ns,write_lat_mean_ns,write_lat_stddev_ns,write_lat_p99_ns,write_lat_p95_ns,write_lat_p50_ns,read_bw_mbps,write_bw_mbps,read_lat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_stddev_us,write_lat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_stddev_us,read_lat_p99_us,read_lat_p95_us,read_lat_p50_us,write_lat_p99_us,write_lat_p95_us,write_lat_p50_us
random_4k,0,2025-09-30 16:35:44.817384,4k,32,randread,random,146723.639456,600987626,23612,1648880,148326.498364,45903.959726,238592,214016,142336,0.0,0,0,0,0.0,0.0,0,0,0,573.146463394165,0.0,23.612,1648.88,148.326498364,45.903959726000004,0.0,0.0,0.0,0.0,238.592,214.016,142.336,0.0,0.0,0.0
random_16k,0,2025-09-30 16:35:44.817454,16k,32,randread,random,128852.941176,2116668235,67920,993818,228415.656005,107471.415703,618496,432128,193536,0.0,0,0,0,0.0,0.0,0,0,0,2018.6121320724487,0.0,67.92,993.818,228.415656005,107.471415703,0.0,0.0,0.0,0.0,618.496,432.128,193.536,0.0,0.0,0.0
random_32k,0,2025-09-30 16:35:44.817476,32k,32,randread,random,106182.760855,3479396707,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,3318.2112760543823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_64k,0,2025-09-30 16:35:44.817493,64k,32,randread,random,67646.57308,4433285813,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4227.910817146301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_128k,0,2025-09-30 16:35:44.817508,128k,32,randread,random,37338.195077,4893991905,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4667.274384498596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_256k,0,2025-09-30 16:35:44.817522,256k,32,randread,random,19439.962031,5096069406,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4859.9905071258545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_512k,0,2025-09-30 16:35:44.817536,512k,32,randread,random,9683.21513,5076793494,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4841.6075649261475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1m,0,2025-09-30 16:35:44.817549,1m,32,randread,random,4596.050269,4819308007,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4596.050269126892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_4k,0,2025-09-30 16:35:44.817563,4k,32,read,sequential,150626.783843,616975892,23681,1344552,171196.031648,64217.477777,325632,280576,156672,0.0,0,0,0,0.0,0.0,0,0,0,588.3940620422363,0.0,23.681,1344.552,171.196031648,64.217477777,0.0,0.0,0.0,0.0,325.632,280.576,156.672,0.0,0.0,0.0
sequential_16k,0,2025-09-30 16:35:44.817578,16k,32,read,sequential,136268.75,2235699200,106331,466649,208186.693033,37129.80878,301056,268288,195584,0.0,0,0,0,0.0,0.0,0,0,0,2132.12890625,0.0,106.331,466.649,208.18669303299998,37.12980878,0.0,0.0,0.0,0.0,301.056,268.288,195.584,0.0,0.0,0.0
sequential_32k,0,2025-09-30 16:35:44.817593,32k,32,read,sequential,109812.33244,3598330509,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,3431.6353883743286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_64k,0,2025-09-30 16:35:44.817606,64k,32,read,sequential,67674.514663,4435116992,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4229.657165527344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_128k,0,2025-09-30 16:35:44.817619,128k,32,read,sequential,37135.086129,4867370009,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4641.885766029358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_256k,0,2025-09-30 16:35:44.817632,256k,32,read,sequential,17655.172414,4628197517,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4413.793103218079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_512k,0,2025-09-30 16:35:44.817646,512k,32,read,sequential,9574.567555,5019830874,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4787.2837772369385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_1m,0,2025-09-30 16:35:44.817663,1m,32,read,sequential,5319.480519,5577879605,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5319.480519294739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4k,1,2025-09-30 16:35:44.817677,4k,32,randread,random,146065.185528,598289635,26685,1616085,152431.39844,43697.309136,242688,214016,144384,0.0,0,0,0,0.0,0.0,0,0,0,570.5734586715698,0.0,26.685,1616.085,152.43139843999998,43.697309136,0.0,0.0,0.0,0.0,242.688,214.016,144.384,0.0,0.0,0.0
random_16k,1,2025-09-30 16:35:44.817692,16k,32,randread,random,122461.538462,2008210285,72069,1086243,247173.284532,110055.712362,634880,460800,207872,0.0,0,0,0,0.0,0.0,0,0,0,1915.1785707473755,0.0,72.069,1086.243,247.173284532,110.05571236200001,0.0,0.0,0.0,0.0,634.88,460.8,207.872,0.0,0.0,0.0
random_32k,1,2025-09-30 16:35:44.817705,32k,32,randread,random,102304.089916,3352300418,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,3197.002809524536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_64k,1,2025-09-30 16:35:44.817718,64k,32,randread,random,66764.466178,4375476055,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4172.7791357040405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_128k,1,2025-09-30 16:35:44.817730,128k,32,randread,random,37118.260082,4865164585,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4639.782509803772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_256k,1,2025-09-30 16:35:44.817742,256k,32,randread,random,19430.740038,5093651916,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4857.685009002686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
