job_name,run_id,timestamp,block_size,queue_depth,operation,pattern,read_iops,read_bw_bytes,read_lat_min_ns,read_lat_max_ns,read_lat_mean_ns,read_lat_stddev_ns,read_lat_p99_ns,read_lat_p95_ns,read_lat_p50_ns,write_iops,write_bw_bytes,write_lat_min_ns,write_lat_max_ns,write_lat_mean_ns,write_lat_stddev_ns,write_lat_p99_ns,write_lat_p95_ns,write_lat_p50_ns,read_bw_mbps,write_bw_mbps,read_lat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_stddev_us,write_lat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_stddev_us,read_lat_p99_us,read_lat_p95_us,read_lat_p50_us,write_lat_p99_us,write_lat_p95_us,write_lat_p50_us
random_4k,0,2025-09-27 14:49:38.316610,4k,32,randread,random,138441.172245,567061808,25028,1150734,142126.118859,54203.027551,230400,218112,134144,0.0,0,0,0,0.0,0.0,0,0,0,540.7922821044922,0.0,25.028,1150.734,142.126118859,54.203027551,0.0,0.0,0.0,0.0,230.4,218.112,134.144,0.0,0.0,0.0
random_16k,0,2025-09-27 14:49:38.316678,16k,32,randread,random,136164.554332,2230920058,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2127.5711612701416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_32k,0,2025-09-27 14:49:38.316701,32k,32,randread,random,129671.547289,4249077261,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4052.235852241516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_64k,0,2025-09-27 14:49:38.316740,64k,32,randread,random,83167.51269,5450466111,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5197.969542503357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_128k,0,2025-09-27 14:49:38.316757,128k,32,randread,random,44740.578919,5864237160,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5592.572364807129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_256k,0,2025-09-27 14:49:38.316773,256k,32,randread,random,21706.412295,5690205744,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5426.603073120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_512k,0,2025-09-27 14:49:38.316788,512k,32,randread,random,10317.380353,5409278710,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5158.690176010132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1m,0,2025-09-27 14:49:38.316802,1m,32,randread,random,4701.561065,4929944095,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4701.561064720154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_4k,0,2025-09-27 14:49:38.316817,4k,32,read,sequential,144714.92594,592761359,23494,1229968,134009.408384,52925.493082,224256,205824,127488,0.0,0,0,0,0.0,0.0,0,0,0,565.3012838363647,0.0,23.494,1229.968,134.009408384,52.925493082,0.0,0.0,0.0,0.0,224.256,205.824,127.488,0.0,0.0,0.0
sequential_16k,0,2025-09-27 14:49:38.316833,16k,32,read,sequential,140544.713704,2302684589,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2196.0111513137817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_32k,0,2025-09-27 14:49:38.316846,32k,32,read,sequential,131969.391865,4324373032,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4124.043495178223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_64k,0,2025-09-27 14:49:38.316859,64k,32,read,sequential,85200.208008,5583680832,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5325.013000488281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential_128k,0,2025-09-27 14:49:38.316872,128k,32,read,sequential,45816.55481,6005267472,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5727.069351196289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
